Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV X2 
0.304 0.022 0.43833333333333335 7.42e-05 0.00235 4.014 normal 0.9910920755066445 1.0023816138066928 42.95091752252759
0.304 0.022 0.43833333333333335 7.42e-05 0.0027 4.014 normal 0.9968515538054552 1.0047105050885488 53.05802371537998
0.304 0.022 0.43833333333333335 7.42e-05 0.00255 4.014 normal 0.9964489412688338 1.0041994796927753 14.145262357939355
0.304 0.022 0.43833333333333335 7.42e-05 0.0026 4.014 normal 0.9965368129900225 1.004518074781842 23.954708717859965
0.304 0.022 0.43833333333333335 7.42e-05 0.00265 4.014 normal 0.9966290253706165 1.0046203173998152 37.18719621471032
0.304 0.022 0.43833333333333335 7.42e-05 0.0025 4.014 normal 0.9951153250357792 1.0035732721310289 10.286271974547574
0.304 0.022 0.43833333333333335 7.42e-05 0.0024000000000000002 4.014 normal 0.9924208069571112 1.0026050306461398 25.9838346172975
0.304 0.022 0.43833333333333335 7.42e-05 0.00275 4.014 normal 0.9997578552197152 1.005011306002858 70.64136484725492
0.304 0.022 0.43833333333333335 7.42e-05 0.00245 4.014 normal 0.9936965427451402 1.0030220967944263 14.395389672845093
0.304 0.022 0.43833333333333335 7.42e-05 0.00295 4.014 normal 1.0059697814637028 1.0061652006853061 149.37592446858284
0.304 0.022 0.43833333333333335 7.42e-05 0.003 4.014 normal 1.0063292752791626 1.0064025433844392 171.40020679907624
0.304 0.022 0.43833333333333335 7.42e-05 0.00285 4.014 normal 1.0050725038067954 1.005515146328162 108.59337904838287
0.304 0.022 0.43833333333333335 7.42e-05 0.0029000000000000002 4.014 normal 1.0055770920710856 1.0058794782321259 128.65645290296405
0.304 0.022 0.43833333333333335 7.42e-05 0.0028 4.014 normal 1.0046158982422273 1.005118001102959 89.75314283967278
0.304 0.022 0.45499999999999996 7.42e-05 0.0021 4.014 normal 0.9878870996271331 1.0013963925621785 159.47682328995685
0.304 0.022 0.45499999999999996 7.42e-05 0.00205 4.014 normal 0.9863024131331943 1.0008793187275307 196.18423014342468
0.304 0.022 0.45499999999999996 7.42e-05 0.002 4.014 normal 0.9855259565551064 1.0006249937398717 238.27589627107963
0.304 0.022 0.45499999999999996 7.42e-05 0.0025 4.014 normal 0.9966204751149923 1.004447071016689 9.593552178456312
0.304 0.022 0.45499999999999996 7.42e-05 0.0024000000000000002 4.014 normal 0.9965699640319026 1.0034013799671309 25.17138358706919
0.304 0.022 0.45499999999999996 7.42e-05 0.00245 4.014 normal 0.9966842543508215 1.003904611368442 13.586263208802364
0.304 0.022 0.45499999999999996 7.42e-05 0.00215 4.014 normal 0.9887451937209988 1.002076479095992 130.02172988653123
0.304 0.022 0.45499999999999996 7.42e-05 0.0022500000000000003 4.014 normal 0.9905649004876619 1.0030294788081975 83.49825104750875
0.304 0.022 0.45499999999999996 7.42e-05 0.00235 4.014 normal 0.9933128914546032 1.0032262374710188 42.24726612264427
0.304 0.022 0.45499999999999996 7.42e-05 0.0022 4.014 normal 0.990377513208447 1.0027307595359054 106.24070239967827
0.304 0.022 0.45499999999999996 7.42e-05 0.0023 4.014 normal 0.992310684894986 1.003178380940959 62.06411574512871
0.304 0.022 0.45499999999999996 7.42e-05 0.00285 4.014 normal 1.0062345166198585 1.006514747821605 109.14561548612981
0.304 0.022 0.45499999999999996 7.42e-05 0.0028 4.014 normal 1.0057734145246047 1.0061139638903025 89.99004506211449
0.304 0.022 0.45499999999999996 7.42e-05 0.0029000000000000002 4.014 normal 1.0067417520882345 1.0068820905828402 129.4753013624542
0.304 0.022 0.45499999999999996 7.42e-05 0.00255 4.014 normal 0.996474118703318 1.0049606064920387 13.68892267272179
0.304 0.022 0.45499999999999996 7.42e-05 0.00275 4.014 normal 1.0043298453417813 1.0056032920044262 70.77722501402393
0.304 0.022 0.45499999999999996 7.42e-05 0.0026 4.014 normal 0.9993534357041421 1.0054311490527221 23.67739774605248
0.304 0.022 0.45499999999999996 7.42e-05 0.00265 4.014 normal 0.9999869123465034 1.0055775734023624 36.98118631332518
0.304 0.022 0.45499999999999996 7.42e-05 0.0027 4.014 normal 1.0012807213386787 1.0056746089160948 52.88748725535564
0.304 0.022 0.45499999999999996 7.42e-05 0.00295 4.014 normal 1.0071389917774825 1.0071712007645273 150.41714468223188
0.304 0.022 0.45499999999999996 7.42e-05 0.003 4.014 normal 1.0075073419755158 1.007418104072918 172.70350656491365
0.304 0.022 0.4716666666666667 7.42e-05 0.0022 4.014 normal 0.9967583088713503 1.0033733796129505 106.54243440871872
0.304 0.022 0.4716666666666667 7.42e-05 0.0021 4.014 normal 0.9896675163169971 1.0018065216026988 159.62597447978553
0.304 0.022 0.4716666666666667 7.42e-05 0.002 4.014 normal 0.9872296631064805 1.0010538590936593 238.93519493384264
0.304 0.022 0.4716666666666667 7.42e-05 0.00205 4.014 normal 0.9880211361771445 1.0013110357417567 196.52133967215863
0.304 0.022 0.4716666666666667 7.42e-05 0.00215 4.014 normal 0.9907650089243378 1.0024349706689584 130.04714880038657
0.304 0.022 0.4716666666666667 7.42e-05 0.0022500000000000003 4.014 normal 0.992300518520208 1.0034983013615546 83.33111516435257
0.304 0.022 0.4716666666666667 7.42e-05 0.0023 4.014 normal 0.9967230975297668 1.0037098335360368 61.83398940032505
0.304 0.022 0.4716666666666667 7.42e-05 0.0024000000000000002 4.014 normal 0.9968009068953384 1.0039395904604975 24.52227648434138
0.304 0.022 0.4716666666666667 7.42e-05 0.00235 4.014 normal 0.9967762948524683 1.0037800309771654 41.77941491424553
0.304 0.022 0.4716666666666667 7.42e-05 0.00245 4.014 normal 0.9967926287311035 1.004324672642376 13.006063964568666
0.304 0.022 0.4716666666666667 7.42e-05 0.0025 4.014 normal 0.9990637828878588 1.0049759798458002 9.102819309695365
